12500.0,0.0,"(0, 1, 1)",0.0,0,0
12500.0,0.0,"(0, 0, 1)",0.0,0,0
11928.5,1.0,"(1, 1, 1)",1.7615941559557649,6,6
11928.5,0.0,"(0, 1, 1)",0.0,0,0
12461.9,1.0,"(1, 0, 1)",1.7615941559557649,2,2
12461.9,0.0,"(0, 0, 1)",-1.0,0,0
12461.9,0.0,"(0, 1, 0)",0.0,0,0
12461.9,0.0,"(0, 1, 1)",0.0,0,0
11197.900000000001,1.0,"(0, 1, 0)",1.7615941559557649,53,53
8251.500000000002,1.0,"(1, 1, 1)",1.0,49,49
6270.300000000004,1.0,"(0, 0, 0)",1.0,41,41
3947.800000000004,1.0,"(0, 0, 0)",1.0,71,71
912.3000000000045,0.9054054054054054,"(0, 0, 0)",0.8110919530481916,74,67
1204.4000000000044,0.0,"(0, 0, 0)",-1.0,7,0
1225.5000000000045,0.5087719298245614,"(0, 0, 0)",0.9777597239644307,114,58
1302.8000000000045,0.4233128834355828,"(0, 1, 0)",0.3380612739695469,163,69
933.0000000000045,0.3269230769230769,"(0, 1, 0)",0.23083068421508646,208,68
1936.3000000000047,0.0,"(0, 0, 0)",-1.0,140,0
1936.3000000000047,0.0,"(0, 0, 0)",-1.0,140,0
1461.2000000000044,0.2672413793103448,"(1, 0, 0)",0.5282974512683388,232,62
1397.5000000000045,0.24904214559386972,"(0, 0, 0)",0.23084492088008626,261,65
497.2000000000046,0.15476190476190477,"(0, 0, 0)",0.06076001920902556,252,39
678.7000000000049,0.17073170731707318,"(0, 1, 0)",0.1867001523933546,287,49
978.1000000000054,0.13564668769716087,"(0, 1, 0)",0.10057605706129027,317,43
254.2000000000054,0.0967741935483871,"(1, 1, 0)",0.05792126726928505,310,30
3193.600000000006,0.06845238095238096,"(0, 1, 1)",0.04013813847280368,336,23
1497.100000000006,0.1401098901098901,"(0, 0, 0)",0.21164500169632577,364,51
1197.5000000000057,0.15051020408163265,"(1, 1, 0)",0.1609101430809721,392,59
547.0000000000058,0.10101010101010101,"(0, 1, 1)",0.05155038773038293,396,40
127.90000000000572,0.02197802197802198,"(1, 0, 1)",-0.05688992050530109,364,8
140.60000000000574,0.018276762402088774,"(0, 0, 1)",0.014575519727645751,383,7
280.3000000000058,0.04522613065326633,"(0, 0, 0)",0.07216897664057478,398,18
1039.9000000000058,0.05515587529976019,"(1, 0, 1)",0.0650852936020845,417,23
695.8000000000058,0.0881057268722467,"(0, 0, 0)",0.12104365914967226,454,40
598.9000000000058,0.049886621315192746,"(0, 0, 0)",0.011686113774637658,441,22
455.1000000000057,0.07613168724279835,"(0, 0, 1)",0.10237072893257516,486,37
10086.8,1.0,"(0, 1, 0)",1.7615941559557649,58,58
11644.9,1.0,"(0, 0, 1)",1.7615941559557649,13,13
11454.4,1.0,"(0, 1, 1)",1.0,2,2
9346.600000000002,1.0,"(1, 1, 0)",1.0,49,49
6493.7000000000035,1.0,"(0, 0, 0)",1.0,63,63
3890.2000000000057,1.0,"(1, 1, 0)",1.0,44,44
1591.500000000006,1.0,"(1, 1, 0)",1.0,24,24
517.0000000000058,0.7638888888888888,"(0, 0, 0)",0.532069705801862,72,55
941.5000000000055,0.3711340206185567,"(1, 0, 0)",-0.0025987228005910357,97,36
1748.6000000000056,0.38333333333333336,"(1, 1, 0)",0.3955320409037569,120,46
1138.300000000006,0.35978835978835977,"(0, 0, 1)",0.3362477361213548,189,68
2243.200000000006,0.0,"(1, 1, 0)",-1.0,121,0
2243.200000000006,0.0,"(0, 1, 1)",-1.0,121,0
2243.200000000006,0.0,"(1, 0, 0)",-1.0,121,0
2243.200000000006,0.0,"(1, 0, 0)",-1.0,121,0
2243.200000000006,0.0,"(0, 0, 1)",-1.0,121,0
1377.000000000006,0.2802197802197802,"(1, 0, 1)",0.5533282601880494,182,51
2067.900000000006,0.22815533980582525,"(0, 0, 1)",0.1761378922352511,206,47
2067.900000000006,0.0,"(0, 1, 1)",-1.0,159,0
2067.900000000006,0.0,"(0, 1, 1)",-1.0,159,0
1648.800000000006,0.11666666666666667,"(0, 1, 1)",0.23280687841457326,180,21
1648.800000000006,0.0,"(0, 0, 0)",-1.0,159,0
1648.800000000006,0.0,"(0, 0, 0)",-1.0,159,0
669.7000000000063,0.1875,"(1, 1, 1)",0.3728331999081395,208,39
799.1000000000063,0.13551401869158877,"(0, 1, 0)",0.08357481824993027,214,29
486.3000000000066,0.17551020408163265,"(0, 0, 1)",0.21548507587913085,245,43
367.0000000000067,0.08906882591093117,"(0, 0, 0)",0.0028421060649875818,247,22
836.9000000000067,0.0,"(0, 0, 0)",-1.0,225,0
937.7000000000066,0.11152416356877323,"(0, 1, 0)",0.22258825014637718,269,30
817.1000000000066,0.11945392491467577,"(1, 1, 1)",0.12738352005401377,293,35
17.00000000000652,0.0706713780918728,"(1, 0, 1)",0.021927491011316844,283,20
67.80000000000649,0.007246376811594203,"(0, 1, 0)",-0.05609371385996181,276,2
918.7000000000064,0.0,"(0, 1, 0)",-1.0,274,0
11826.9,1.0,"(0, 1, 0)",1.7615941559557649,13,13
11826.9,0.0,"(1, 1, 0)",-1.0,0,0
11826.9,0.0,"(0, 1, 1)",-1.0,0,0
10595.0,1.0,"(0, 1, 1)",1.7615941559557649,14,14
9740.399999999998,1.0,"(1, 1, 0)",1.0,14,14
8965.699999999997,1.0,"(0, 1, 0)",1.0,8,8
7835.699999999997,1.0,"(0, 0, 0)",1.0,27,27
11690.499999999998,1.0,"(0, 1, 1)",1.7615941559557649,18,18
11690.499999999998,0.0,"(1, 1, 0)",-1.0,0,0
10548.799999999996,1.0,"(1, 1, 0)",1.7615941559557649,47,47
