22659.39999999999,1.0,"(1, 0, 0)",1.0,26,26,"[1, 1, 1]",635.0000000000001
22532.39999999999,0.7976190476190477,"(0, 1, 1)",0.5979566089487678,84,67,"[1, 1, 1]",8893.8
22506.99999999999,0.5106382978723404,"(0, 1, 1)",0.2312847637180766,94,48,"[1, 1, 1]",8122.4
22430.79999999999,0.28125,"(1, 0, 0)",0.05580217890452996,64,18,"[1, 1, 1]",482.59999999999997
22456.19999999999,0.0,"(0, 0, 0)",-1.0,46,0,"[1, 1, 1]",0.0
22354.59999999999,0.0,"(0, 0, 0)",-1.0,46,0,"[1, 1, 1]",0.0
22379.999999999993,0.3711340206185567,"(0, 1, 0)",0.7261172509862616,97,36,"[1, 1, 1]",5613.900000000001
22443.49999999999,0.1643835616438356,"(1, 0, 0)",-0.03947050928241724,73,12,"[1, 1, 1]",279.4
21883.29999999999,0.3602941176470588,"(1, 1, 1)",0.5537361535694213,136,49,"[1, 1, 1]",6560.8
20995.799999999985,0.25735294117647056,"(0, 1, 1)",0.15477384862933985,136,35,"[1, 1, 1]",5136.600000000001
19665.399999999983,0.23295454545454544,"(1, 1, 1)",0.2085609898863947,176,41,"[1, 1, 1]",6985.900000000001
19804.499999999985,0.23076923076923078,"(1, 1, 1)",0.2285839195626393,195,45,"[1, 1, 1]",5514.0
19213.299999999985,0.14871794871794872,"(1, 1, 0)",0.06685030651633884,195,29,"[1, 1, 1]",4400.800000000001
20218.799999999985,0.2088888888888889,"(1, 1, 0)",0.26898731693178923,225,47,"[1, 1, 1]",4886.999999999999
19981.699999999983,1.0,"(1, 0, 1)",1.7615941559557649,30,30,"[1, 1, 1]",1866.8999999999999
19719.99999999999,1.0,"(1, 1, 1)",1.0,68,68,"[1, 1, 1]",5986.3
