4079.0,H,"(0, 1, 1)",1.7615941559557649
3240.7999999999997,:,"(1, 0, 1)",1.0
3240.7999999999997,/,"(1, 0, 0)",0.0
1849.2999999999997,/,"(1, 1, 0)",1.7615941559557649
4500.0,w,"(1, 0, 0)",0.0
3284.699999999999,o,"(0, 1, 0)",1.7615941559557649
1795.4999999999989,r,"(0, 1, 0)",1.0
1795.4999999999989,k,"(1, 0, 0)",0.0
835.6999999999988,_,"(1, 1, 1)",1.3948701529500367
924.5999999999988,p,"(1, 0, 0)",0.22456167297786744
897.3999999999988,r,"(1, 1, 0)",0.5960999886404565
922.7999999999989,o,"(0, 0, 0)",-1.0
247.59999999999917,j,"(1, 1, 1)",0.8410473053527615
6.29999999999913,e,"(0, 0, 1)",-0.21133150067714318
1647.4999999999986,c,"(1, 1, 0)",0.4826533631797443
529.7999999999986,t,"(1, 1, 1)",0.33562065100289035
1279.0999999999985,s,"(0, 0, 0)",-1.0
1301.0999999999988,/,"(1, 1, 0)",0.5486248962944993
908.1999999999987,/,"(1, 1, 0)",0.15891194295365463
387.49999999999864,n,"(1, 0, 0)",-0.029916498086075397
19.199999999998653,e,"(0, 0, 1)",-0.060529052829045235
1772.5999999999985,t,"(1, 1, 0)",0.3993949582935988
19.999999999999176,w,"(0, 0, 1)",-0.05455730603837111
1480.2999999999986,o,"(1, 1, 1)",0.1673209463277506
1651.399999999998,r,"(1, 1, 0)",0.28297546466157736
1412.0999999999979,k,"(0, 1, 1)",0.04008910844046153
2108.199999999998,_,"(0, 1, 0)",0.137982469247435
2108.199999999998,s,"(0, 0, 0)",-1.0
1978.2999999999977,l,"(0, 1, 0)",0.24147594926596594
1521.0999999999976,i,"(1, 0, 0)",-0.02627483305549213
798.9999999999978,c,"(0, 1, 1)",0.1420466778254582
125.89999999999782,i,"(1, 0, 1)",0.0005758748171665259
1091.0999999999979,n,"(0, 0, 0)",-1.0
49.69999999999766,g,"(1, 0, 1)",0.08772323810500043
49.69999999999763,/,"(0, 0, 1)",0.0038334116983539807
455.7999999999977,/,"(1, 1, 1)",0.14166305173959393
2529.1000000000004,n,"(1, 1, 0)",1.7615941559557649
